疼|ㄊㄥˊ|(it) hurts; sore; to love dearly.
特別|ㄊㄜˋ ㄅㄧㄝˊ|especially; special; particular; unusual.
湯圓|ㄊㄤ ㄩㄢˊ|boiled or deep-fried balls of glutinous rice flour, usually eaten during Lantern Festival.
糖|ㄊㄤˊ|sugar; sweets; candy; CL:顆/颗[ke1],塊/块[kuai4].
談|ㄊㄢˊ|surname Tan.
談|ㄊㄢˊ|to speak; to talk; to converse; to chat; to discuss.
太陽|ㄊㄞˋ ㄧㄤ˙|sun; CL:個/个[ge4]; abbr. for 太陽穴/太阳穴[tai4 yang2 xue2].
台灣|ㄊㄞˊ ㄨㄢ|variant of 臺灣/台湾[Tai2 wan1].
太|ㄊㄞˋ|highest; greatest; too (much); very; extremely.
她們|ㄊㄚ ㄇㄣ˙|they; them (for females).
他們|ㄊㄚ ㄇㄣ˙|they.
它|ㄊㄚ|it.
她|ㄊㄚ|she.
他|ㄊㄚ|he or him; (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis); (used as a meaningless mock object); other; another.
所以|ㄙㄨㄛˇ ㄧˇ|therefore; as a result; so; the reason why.
雖然|ㄙㄨㄟ ㄖㄢˊ|although; even though; even if.
隨便|ㄙㄨㄟˊ ㄅㄧㄢˋ|as one wishes; as one pleases; at random; negligent; casual; wanton.
歲|ㄙㄨㄟˋ|classifier for years (of age); year; year (of crop harvests).
酸辣湯|ㄙㄨㄢ ㄌㄚˋ ㄊㄤ|hot and sour soup; sour and spicy soup.
送|ㄙㄨㄥˋ|to deliver; to carry; to give (as a present); to present (with); to see off; to send.
司機|ㄙ ㄐㄧ|chauffeur; driver; CL:個/个[ge4].
死|ㄙˇ|to die; impassable; uncrossable; inflexible; rigid; extremely; damned.
四|ㄙˋ|four; 4.
說話|ㄕㄨㄛ ㄏㄨㄚˋ|to speak; to say; to talk; to gossip; to tell stories; talk; word.
說|ㄕㄨㄟˋ|to persuade.
說|ㄕㄨㄛ|to speak; to say; to explain; to scold; to tell off; a theory (typically the last character in a compound, as in 日心說/日心说 heliocentric theory).
水平|ㄕㄨㄟˇ ㄆㄧㄥˊ|level (of achievement etc); standard; horizontal.
睡覺|ㄕㄨㄟˋ ㄐㄧㄠˋ|to go to bed; to sleep.
水果|ㄕㄨㄟˇ ㄍㄨㄛˇ|fruit; CL:個/个[ge4].
誰|ㄕㄟˊ|who; also pr. [shui2].
水|ㄕㄨㄟˇ|surname Shui.
水|ㄕㄨㄟˇ|water; river; liquid; beverage; additional charges or income; (of clothes) classifier for number of washes.
雙|ㄕㄨㄤ|surname Shuang.
雙|ㄕㄨㄤ|two; double; pair; both; even (number).
帥|ㄕㄨㄞˋ|surname Shuai.
帥|ㄕㄨㄞˋ|handsome; graceful; smart; commander in chief; (coll.) cool!; sweet!.
刷牙|ㄕㄨㄚ ㄧㄚˊ|to brush one's teeth.
刷|ㄕㄨㄚ|to brush; to paint; to daub; to paste up; to skip class (of students); to fire from a job.
刷|ㄕㄨㄚˋ|to select.
數學|ㄕㄨˋ ㄒㄩㄝˊ|mathematics; mathematical.
叔叔|ㄕㄨ ㄕㄨ˙|father's younger brother; uncle; Taiwan pr. [shu2 shu5]; CL:個/个[ge4].
暑假|ㄕㄨˇ ㄐㄧㄚˋ|summer vacation; CL:個/个[ge4].
舒服|ㄕㄨ ㄈㄨ˙|comfortable; feeling well.
蔬菜|ㄕㄨ ㄘㄞˋ|vegetables; CL:種/种[zhong3].
樹|ㄕㄨˋ|tree; CL:棵[ke1]; to cultivate; to set up.
書|ㄕㄨ|abbr. for 書經/书经[Shu1 jing1].
書|ㄕㄨ|book; letter; document; CL:本[ben3],冊/册[ce4],部[bu4]; to write.
輸|ㄕㄨ|to lose; to transport; to donate; to enter (a password).
受傷|ㄕㄡˋ ㄕㄤ|to sustain injuries; wounded (in an accident etc); harmed.
收據|ㄕㄡ ㄐㄩˋ|receipt; CL:張/张[zhang1].
手機|ㄕㄡˇ ㄐㄧ|cell phone; mobile phone; CL:部[bu4],支[zhi1].
手錶|ㄕㄡˇ ㄅㄧㄠˇ|wristwatch; CL:塊/块[kuai4],隻/只[zhi1],個/个[ge4].
瘦|ㄕㄡˋ|thin; to lose weight; (of clothing) tight; (of meat) lean; (of land) unproductive.
手|ㄕㄡˇ|hand; (formal) to hold; person engaged in certain types of work; person skilled in certain types of work; personal(ly); convenient; classifier for skill; CL:雙/双[shuang1],隻/只[zhi1].
收|ㄕㄡ|to receive; to accept; to collect; to put away; to restrain; to stop; in care of (used on address line after name).
什麼|ㄕㄣˊ ㄇㄜ˙|what?; something; anything.
失望|ㄕ ㄨㄤˋ|disappointed; to lose hope; to despair.
食堂|ㄕˊ ㄊㄤˊ|dining hall; cafeteria; CL:個/个[ge4],間/间[jian1].
事情|ㄕˋ ㄑㄧㄥ˙|affair; matter; thing; business; CL:件[jian4],樁/桩[zhuang1].
世界|ㄕˋ ㄐㄧㄝˋ|world; CL:個/个[ge4].
時間|ㄕˊ ㄐㄧㄢ|time; period; CL:段[duan4].
時候|ㄕˊ ㄏㄡ˙|time; length of time; moment; period.
時差|ㄕˊ ㄔㄚ|time difference; time lag; jet lag.
事|ㄕˋ|matter; thing; item; work; affair; CL:件[jian4],樁/桩[zhuang1],回[hui2].
試|ㄕˋ|to test; to try; experiment; examination; test.
十|ㄕˊ|ten; 10.
是|ㄕˋ|is; are; am; yes; to be.
升職|ㄕㄥ ㄓˊ|to get promoted (at work etc); promotion.
聲音|ㄕㄥ ㄧㄣ|voice; sound; CL:個/个[ge4].
生意|ㄕㄥ ㄧˋ|life force; vitality.
生意|ㄕㄥ ㄧ˙|business; CL:筆/笔[bi3].
生日|ㄕㄥ ㄖˋ|birthday; CL:個/个[ge4].
生氣|ㄕㄥ ㄑㄧˋ|to get angry; to take offense; angry; vitality; liveliness.
生病|ㄕㄥ ㄅㄧㄥˋ|to fall ill.
身體|ㄕㄣ ㄊㄧˇ|the body; one's health; CL:具[ju4],個/个[ge4]; in person.
勺子|ㄕㄠˊ ㄗ˙|scoop; ladle; CL:把[ba3].
少|ㄕㄠˇ|few; less; to lack; to be missing; to stop (doing sth); seldom.
少|ㄕㄠˋ|young.
上學|ㄕㄤˋ ㄒㄩㄝˊ|to go to school; to attend school.
上午|ㄕㄤˋ ㄨˇ|morning; CL:個/个[ge4].
上網|ㄕㄤˋ ㄨㄤˇ|to go online; to connect to the Internet; (of a document etc) to be uploaded to the Internet; (tennis, volleyball etc) to move in close to the net.
上面|ㄕㄤˋ ㄇㄧㄢˋ|on top of; above-mentioned; also pr. [shang4 mian5].
商量|ㄕㄤ ㄌㄧㄤ˙|to consult; to talk over; to discuss.
上海|ㄕㄤˋ ㄏㄞˇ|Shanghai municipality, central east China, abbr. to 滬/沪[Hu4].
商店|ㄕㄤ ㄉㄧㄢˋ|store; shop; CL:家[jia1],個/个[ge4].
上班|ㄕㄤˋ ㄅㄢ|to go to work; to be on duty; to start work; to go to the office.
上|ㄕㄤˇ|used in 上聲/上声[shang3 sheng1].
上|ㄕㄤˋ|on top; upon; above; upper; previous; first (of multiple parts); to climb; to get onto; to go up; to attend (class or university).
色|ㄙㄜˋ|color; CL:種/种[zhong3]; look; appearance; sex.
色|ㄕㄞˇ|color; dice.
傘|ㄙㄢˇ|umbrella; parasol; CL:把[ba3].
三|ㄙㄢ|surname San.
三|ㄙㄢ|three; 3.
如果|ㄖㄨˊ ㄍㄨㄛˇ|if; in case; in the event that.
肉|ㄖㄡˋ|meat; flesh; pulp (of a fruit); (coll.) (of a fruit) squashy; (of a person) flabby; irresolute; Kangxi radical 130.
容易|ㄖㄨㄥˊ ㄧˋ|easy; likely; liable (to).
日本|ㄖˋ ㄅㄣˇ|Japan.
日|ㄖˋ|abbr. for 日本[Ri4 ben3], Japan.
日|ㄖˋ|sun; day; date, day of the month.
認真|ㄖㄣˋ ㄓㄣ|conscientious; earnest; serious; to take seriously; to take to heart.
認為|ㄖㄣˋ ㄨㄟˊ|to believe; to think; to consider; to feel.
認識|ㄖㄣˋ ㄕ˙|to know; to recognize; to be familiar with; to get acquainted with sb; knowledge; understanding; awareness; cognition.
人|ㄖㄣˊ|person; people; CL:個/个[ge4],位[wei4].
熱情|ㄖㄜˋ ㄑㄧㄥˊ|cordial; enthusiastic; passion; passionate; passionately.
熱|ㄖㄜˋ|to warm up; to heat up; hot (of weather); heat; fervent.
讓|ㄖㄤˋ|to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); by (indicates the agent in a passive clause, like 被[bei4]).
然後|ㄖㄢˊ ㄏㄡˋ|after; then (afterwards); after that; afterwards.
裙子|ㄑㄩㄣˊ ㄗ˙|skirt; CL:條/条[tiao2].
取消|ㄑㄩˇ ㄒㄧㄠ|to cancel; cancellation.
去年|ㄑㄩˋ ㄋㄧㄢˊ|last year.
去|ㄑㄩˋ|to go; to go to (a place); (of a time etc) last; just passed; to send; to remove; to get rid of; to reduce; to be apart from in space or time; to die (euphemism); to play (a part); (when used either before or after a verb) to go in order to do sth; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation).
秋|ㄑㄧㄡ|surname Qiu.
秋|ㄑㄧㄡ|autumn; fall; harvest time.
請問|ㄑㄧㄥˇ ㄨㄣˋ|Excuse me, may I ask...?.
輕鬆|ㄑㄧㄥ ㄙㄨㄥ|light; gentle; relaxed; effortless; uncomplicated; to relax; to take things less seriously.
請假|ㄑㄧㄥˇ ㄐㄧㄚˋ|to request leave of absence.
清楚|ㄑㄧㄥ ㄔㄨ˙|clear; distinct; to understand thoroughly; to be clear about.
晴|ㄑㄧㄥˊ|clear; fine (weather).
請|ㄑㄧㄥˇ|to ask; to invite; please (do sth); to treat (to a meal etc); to request.
親戚|ㄑㄧㄣ ㄑㄧ˙|a relative (i.e. family relation); CL:門/门[men2],個/个[ge4],位[wei4].
巧克力|ㄑㄧㄠˇ ㄎㄜˋ ㄌㄧˋ|chocolate (loanword); CL:塊/块[kuai4].
簽證|ㄑㄧㄢ ㄓㄥˋ|visa; to issue a visa.
前天|ㄑㄧㄢˊ ㄊㄧㄢ|the day before yesterday.
簽名|ㄑㄧㄢ ㄇㄧㄥˊ|to sign (one's name with a pen etc); to autograph; signature.
前面|ㄑㄧㄢˊ ㄇㄧㄢˋ|ahead; in front; preceding; above; also pr. [qian2 mian5].
鉛筆|ㄑㄧㄢ ㄅㄧˇ|(lead) pencil; CL:支[zhi1],枝[zhi1],桿/杆[gan3].
前|ㄑㄧㄢˊ|front; forward; ahead; first; top (followed by a number); future; ago; before; BC (e.g. 前293年); former; formerly.
千|ㄑㄧㄢ|thousand.
錢|ㄑㄧㄢˊ|surname Qian.
錢|ㄑㄧㄢˊ|coin; money; CL:筆/笔[bi3]; unit of weight, one tenth of a tael 兩/两[liang3].
妻子|ㄑㄧ ㄗˇ|wife and children.
妻子|ㄑㄧ ㄗ˙|wife; CL:個/个[ge4].
其他|ㄑㄧˊ ㄊㄚ|other; (sth or sb) else; the rest.
其實|ㄑㄧˊ ㄕˊ|actually; in fact; really.
奇怪|ㄑㄧˊ ㄍㄨㄞˋ|strange; odd; to marvel; to be baffled.
起飛|ㄑㄧˇ ㄈㄟ|(of an aircraft) to take off.
起床|ㄑㄧˇ ㄔㄨㄤˊ|to get out of bed; to get up.
汽車|ㄑㄧˋ ㄔㄜ|car; automobile; bus; CL:輛/辆[liang4].
騎|ㄐㄧˋ|(Tw) saddle horse; mounted soldier.
騎|ㄑㄧˊ|to sit astride; to ride (a horse, bike etc); classifier for saddle horses.
七|ㄑㄧ|seven; 7.
瓶子|ㄆㄧㄥˊ ㄗ˙|bottle; CL:個/个[ge4].
乒乓球|ㄆㄧㄥ ㄆㄤ ㄑㄧㄡˊ|table tennis; ping-pong; table tennis ball; CL:個/个[ge4].
評論|ㄆㄧㄥˊ ㄌㄨㄣˋ|to comment on; to discuss; comment; commentary; CL:篇[pian1].
蘋果|ㄆㄧㄥˊ ㄍㄨㄛˇ|apple; CL:個/个[ge4],顆/颗[ke1].
瓶|ㄆㄧㄥˊ|bottle; vase; pitcher; CL:個/个[ge4]; classifier for wine and liquids.
漂亮|ㄆㄧㄠˋ ㄌㄧㄤ˙|pretty; beautiful.
票|ㄆㄧㄠˋ|ticket; ballot; banknote; CL:張/张[zhang1]; person held for ransom; amateur performance of Chinese opera; classifier for groups, batches, business transactions.
皮鞋|ㄆㄧˊ ㄒㄧㄝˊ|leather shoes.
啤酒|ㄆㄧˊ ㄐㄧㄡˇ|beer (loanword); CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1].
壞|ㄏㄨㄞˋ|bad; spoiled; broken; to break down; (suffix) to the utmost.
朋友圈|ㄆㄥˊ ㄧㄡ˙ ㄑㄩㄢ|Moments (social networking function of smartphone app WeChat 微信[Wei1 xin4]).
朋友|ㄆㄥˊ ㄧㄡ˙|friend; CL:個/个[ge4],位[wei4].
跑步|ㄆㄠˇ ㄅㄨˋ|to run; to jog; (military) to march at the double.
跑|ㄆㄠˊ|(of an animal) to paw (the ground).
跑|ㄆㄠˇ|to run; to run away; to escape; to run around (on errands etc); (of a gas or liquid) to leak or evaporate; (verb complement) away; off.
旁邊|ㄆㄤˊ ㄅㄧㄢ|lateral; side; to the side; beside.
胖|ㄆㄢˊ|healthy; at ease.
胖|ㄆㄤˋ|fat; plump.
盤子|ㄆㄢˊ ㄗ˙|tray; plate; dish; CL:個/个[ge4].
拍照|ㄆㄞ ㄓㄠˋ|to take a picture.
排球|ㄆㄞˊ ㄑㄧㄡˊ|volleyball; CL:個/个[ge4].
派對|ㄆㄞˋ ㄉㄨㄟˋ|party (loanword).
爬山|ㄆㄚˊ ㄕㄢ|to climb a mountain; to mountaineer; hiking; mountaineering.
暖和|ㄋㄨㄢˇ ㄏㄨㄛ˙|warm; nice and warm.
努力|ㄋㄨˇ ㄌㄧˋ|great effort; to strive; to try hard.
女兒|ㄋㄩˇ ㄦˊ|daughter.
女|ㄋㄩˇ|female; woman; daughter.
女|ㄖㄨˇ|archaic variant of 汝[ru3].
紐約|ㄋㄧㄡˇ ㄩㄝ|New York.
牛肉|ㄋㄧㄡˊ ㄖㄡˋ|beef.
牛奶|ㄋㄧㄡˊ ㄋㄞˇ|cow's milk; CL:瓶[ping2],杯[bei1].
您|ㄋㄧㄣˊ|you (courteous, as opposed to informal 你[ni3]).
鳥|ㄉㄧㄠˇ|variant of 屌[diao3]; penis.
鳥|ㄋㄧㄠˇ|"bird; CL:隻/只[zhi1],群[qun2]; ""bird"" radical in Chinese characters (Kangxi radical 196); (dialect) to pay attention to; (intensifier) damned; goddamn."
年輕|ㄋㄧㄢˊ ㄑㄧㄥ|young.
年級|ㄋㄧㄢˊ ㄐㄧˊ|grade; year (in school, college etc); CL:個/个[ge4].
年|ㄋㄧㄢˊ|surname Nian.
年|ㄋㄧㄢˊ|year; CL:個/个[ge4].
你們|ㄋㄧˇ ㄇㄣ˙|you (plural).
呢|ㄋㄜ˙|"particle indicating that a previously asked question is to be applied to the preceding word (""What about ...?"", ""And ...?""); particle for inquiring about location (""Where is ...?""); particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (""ok?"", ""are you with me?""); (at the end of a declarative sentence) particle indicating continuation of a state or action; particle indicating strong affirmation."
呢|ㄋㄧˊ|woolen material.
你|ㄋㄧˇ|you (informal, as opposed to courteous 您[nin2]).
能|ㄋㄥˊ|surname Neng.
能|ㄋㄥˊ|can; to be able to; might possibly; ability; (physics) energy.
難過|ㄋㄢˊ ㄍㄨㄛˋ|to feel sad; to feel unwell; (of life) to be difficult.
南方|ㄋㄢˊ ㄈㄤ|south; the southern part of the country; the South.
難吃|ㄋㄢˊ ㄔ|unpalatable.
南邊|ㄋㄢˊ ㄅㄧㄢ˙|south; south side; southern part; to the south of.
男|ㄋㄢˊ|male; Baron, lowest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]; CL:個/个[ge4].
難|ㄋㄢˊ|difficult (to...); problem; difficulty; difficult; not good.
難|ㄋㄢˋ|disaster; distress; to scold.
奶奶|ㄋㄞˇ ㄋㄞ˙|(informal) grandma (paternal grandmother); (respectful) mistress of the house; CL:位[wei4]; (coll.) boobies; breasts.
那裡|ㄋㄚˋ ㄌㄧ˙|there; that place.
哪裡|ㄋㄚˇ ㄌㄧˇ|where?; somewhere; anywhere; wherever; nowhere (negative answer to question); humble expression denying compliment.
哪兒|ㄋㄚˇ ㄦ˙|where?; wherever; anywhere.
那兒|ㄋㄚˋ ㄦ˙|there.
拿|ㄋㄚˊ|to hold; to seize; to catch; to apprehend; to take; (used in the same way as 把[ba3]: to mark the following noun as a direct object).
哪|ㄋㄚˇ|how; which.
哪|ㄋㄚ˙|"(emphatic sentence-final particle, used instead of 啊[a5] after a word ending in ""n"")."
哪|ㄋㄜˊ|used in 哪吒[Ne2 zha1]; Taiwan pr. [nuo2].
哪|ㄋㄟˇ|which? (interrogative, followed by classifier or numeral-classifier).
那|ㄋㄚ|surname Na.
那|ㄋㄨㄛˊ|surname Nuo.
那|ㄋㄚˇ|variant of 哪[na3].
那|ㄋㄚˋ|that; those; then (in that case); commonly pr. [nei4] before a classifier, esp. in Beijing.
那|ㄋㄨㄛˊ|(archaic) many; beautiful; how; old variant of 挪[nuo2].
萬|ㄨㄢˋ|surname Wan.
萬|ㄨㄢˋ|ten thousand; a great number.
名字|ㄇㄧㄥˊ ㄗ˙|name (of a person or thing); CL:個/个[ge4].
明星|ㄇㄧㄥˊ ㄒㄧㄥ|star; celebrity.
明天|ㄇㄧㄥˊ ㄊㄧㄢ|tomorrow.
明年|ㄇㄧㄥˊ ㄋㄧㄢˊ|next year.
明白|ㄇㄧㄥˊ ㄅㄞ˙|clear; obvious; unequivocal; to understand; to realize.
明|ㄇㄧㄥˊ|Ming Dynasty (1368-1644); surname Ming; Ming (c. 2000 BC), fourth of the legendary Flame Emperors, 炎帝[Yan2 di4] descended from Shennong 神農/神农[Shen2 nong2] Farmer God.
明|ㄇㄧㄥˊ|bright; opposite: dark 暗[an4]; (of meaning) clear; to understand; next; public or open; wise; generic term for a sacrifice to the gods.
秒|ㄇㄧㄠˇ|second (unit of time); arc second (angular measurement unit); (coll.) instantly.
麵條|ㄇㄧㄢˋ ㄊㄧㄠˊ|noodles.
面試|ㄇㄧㄢˋ ㄕˋ|to be interviewed (as a candidate); interview.
免費|ㄇㄧㄢˇ ㄈㄟˋ|free (of charge).
麵包|ㄇㄧㄢˋ ㄅㄠ|bread; CL:片[pian4],袋[dai4],塊/块[kuai4].
免|ㄇㄧㄢˇ|to excuse sb; to exempt; to remove or dismiss from office; to avoid; to avert; to escape; to be prohibited.
免|ㄨㄣˋ|old variant of 絻[wen4].
面|ㄇㄧㄢˋ|face; side; surface; aspect; top; classifier for objects with flat surfaces such as drums, mirrors, flags etc.
密碼|ㄇㄧˋ ㄇㄚˇ|secret code; ciphertext; password; PIN.
迷路|ㄇㄧˊ ㄌㄨˋ|to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear).
米飯|ㄇㄧˇ ㄈㄢˋ|(cooked) rice.
米|ㄇㄧˇ|surname Mi.
米|ㄇㄧˇ|rice; CL:粒[li4]; meter (classifier).
萌|ㄇㄥˊ|to sprout; to bud; to have a strong affection for (slang); adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character).
悶|ㄇㄣ|stuffy; shut indoors; to smother; to cover tightly.
悶|ㄇㄣˋ|bored; depressed; melancholy; sealed; airtight; tightly closed.
門|ㄇㄣˊ|surname Men.
門|ㄇㄣˊ|gate; door; CL:扇[shan4]; gateway; doorway; CL:個/个[ge4]; opening; valve; switch; way to do something; knack; family; house; (religious) sect; school (of thought); class; category; phylum or division (taxonomy); classifier for large guns; classifier for lessons, subjects, branches of technology; (suffix) -gate (i.e. scandal; derived from Watergate).
美術|ㄇㄟˇ ㄕㄨˋ|art; fine arts; painting; CL:種/种[zhong3].
妹妹|ㄇㄟˋ ㄇㄟ˙|younger sister; young woman; CL:個/个[ge4].
美眉|ㄇㄟˇ ㄇㄟˊ|(coll.) pretty girl.
美國|ㄇㄟˇ ㄍㄨㄛˊ|United States; USA; US.
沒關係|ㄇㄟˊ ㄍㄨㄢ ㄒㄧ˙|it doesn't matter.
每|ㄇㄟˇ|each; every.
沒|ㄇㄟˊ|(negative prefix for verbs); have not; not.
沒|ㄇㄛˋ|drowned; to end; to die; to inundate.
帽子|ㄇㄠˋ ㄗ˙|hat; cap; (fig.) label; bad name; CL:頂/顶[ding3].
貓頭鷹|ㄇㄠ ㄊㄡˊ ㄧㄥ|owl.
毛|ㄇㄠˊ|surname Mao.
毛|ㄇㄠˊ|hair; feather; down; wool; mildew; mold; coarse or semifinished; young; raw; careless; unthinking; nervous; scared; (of currency) to devalue or depreciate; classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1]).
貓|ㄇㄠ|cat; CL:隻/只[zhi1]; (dialect) to hide oneself; (coll.) modem.
忙|ㄇㄤˊ|busy; hurriedly; to hurry; to rush.
漫遊|ㄇㄢˋ ㄧㄡˊ|to travel around; to roam; (mobile telephony) roaming.
滿意|ㄇㄢˇ ㄧˋ|satisfied; pleased; to one's satisfaction.
饅頭|ㄇㄢˊ ㄊㄡ˙|steamed roll; steamed bun; steamed bread; CL:個/个[ge4].
慢|ㄇㄢˋ|slow.
買單|ㄇㄞˇ ㄉㄢ|to pay the restaurant bill.
買|ㄇㄞˇ|to buy; to purchase.
賣|ㄇㄞˋ|to sell; to betray; to spare no effort; to show off or flaunt.
馬上|ㄇㄚˇ ㄕㄤˋ|at once; right away; immediately; on horseback (i.e. by military force).
媽媽|ㄇㄚ ㄇㄚ˙|mama; mommy; mother; CL:個/个[ge4],位[wei4].
馬路|ㄇㄚˇ ㄌㄨˋ|street; road; CL:條/条[tiao2].
麻將|ㄇㄚˊ ㄐㄧㄤˋ|mahjong; CL:副[fu4].
麻煩|ㄇㄚˊ ㄈㄢ˙|trouble; inconvenience; inconvenient; troublesome; annoying; to bother sb; to put sb to trouble.
馬|ㄇㄚˇ|surname Ma; abbr. for Malaysia 馬來西亞/马来西亚[Ma3 lai2 xi1 ya4].
馬|ㄇㄚˇ|horse; CL:匹[pi3]; horse or cavalry piece in Chinese chess; knight in Western chess.
嗎|ㄇㄚˊ|(coll.) what?.
嗎|ㄇㄚˇ|used in 嗎啡/吗啡[ma3 fei1].
嗎|ㄇㄚ˙|"(question particle for ""yes-no"" questions)."
倫敦|ㄌㄨㄣˊ ㄉㄨㄣ|London, capital of United Kingdom.
旅遊|ㄌㄩˇ ㄧㄡˊ|trip; journey; tourism; travel; tour; to travel.
律師|ㄌㄩˋ ㄕ|lawyer.
路|ㄌㄨˋ|surname Lu.
路|ㄌㄨˋ|road; CL:條/条[tiao2]; journey; route; line (bus etc); sort; kind.
綠|ㄌㄩˋ|green; (slang) (derived from 綠帽子/绿帽子[lu:4 mao4 zi5]) to cheat on (one's spouse or boyfriend or girlfriend).
樓|ㄌㄡˊ|surname Lou.
樓|ㄌㄡˊ|house with more than 1 story; storied building; floor; CL:層/层[ceng2],座[zuo4],棟/栋[dong4].
龍舟|ㄌㄨㄥˊ ㄓㄡ|dragon boat; imperial boat.
留學|ㄌㄧㄡˊ ㄒㄩㄝˊ|to study abroad.
流利|ㄌㄧㄡˊ ㄌㄧˋ|fluent.
留|ㄌㄧㄡˊ|to leave (a message etc); to retain; to stay; to remain; to keep; to preserve.
六|ㄌㄧㄡˋ|six; 6.
零|ㄌㄧㄥˊ|zero; nought; zero sign; fractional; fragmentary; odd (of numbers); (placed between two numbers to indicate a smaller quantity followed by a larger one); fraction; (in mathematics) remainder (after division); extra; to wither and fall; to wither.
鄰居|ㄌㄧㄣˊ ㄐㄩ|neighbor; next door; CL:個/个[ge4].
聊天|ㄌㄧㄠˊ ㄊㄧㄢ|to chat; to gossip.
瞭解|ㄌㄧㄠˇ ㄐㄧㄝˇ|to understand; to realize; to find out.
了|ㄌㄜ˙|(completed action marker); (modal particle indicating change of state, situation now); (modal particle intensifying preceding clause).
了|ㄌㄧㄠˇ|to finish; to achieve; variant of 瞭/了[liao3]; to understand clearly.
涼快|ㄌㄧㄤˊ ㄎㄨㄞ˙|nice and cold; pleasantly cool.
輛|ㄌㄧㄤˋ|classifier for vehicles.
兩|ㄌㄧㄤˇ|two; both; some; a few; tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old).
練習|ㄌㄧㄢˋ ㄒㄧˊ|to practice; exercise; drill; practice; CL:個/个[ge4].
聯繫|ㄌㄧㄢˊ ㄒㄧˋ|connection; contact; relation; to get in touch with; to integrate; to link; to touch.
臉|ㄌㄧㄢˇ|face; CL:張/张[zhang1],個/个[ge4].
禮物|ㄌㄧˇ ㄨˋ|gift; present; CL:件[jian4],個/个[ge4],份[fen4].
歷史|ㄌㄧˋ ㄕˇ|history; CL:門/门[men2],段[duan4].
裡面|ㄌㄧˇ ㄇㄧㄢˋ|inside; interior; also pr. [li3 mian5].
里|ㄌㄧˇ|Li (surname).
里|ㄌㄧˇ|li, ancient measure of length, approx. 500 m; neighborhood; ancient administrative unit of 25 families; (Tw) borough, administrative unit between the township 鎮/镇[zhen4] and neighborhood 鄰/邻[lin2] levels.
李|ㄌㄧˇ|surname Li.
李|ㄌㄧˇ|plum.
冷|ㄌㄥˇ|surname Leng.
冷|ㄌㄥˇ|cold.
累|ㄌㄟˇ|to accumulate; to involve or implicate (Taiwan pr. [lei4]); continuous; repeated.
累|ㄌㄟˋ|tired; weary; to strain; to wear out; to work hard.
老師|ㄌㄠˇ ㄕ|teacher; CL:個/个[ge4],位[wei4].
老闆|ㄌㄠˇ ㄅㄢˇ|Robam (brand).
老闆|ㄌㄠˇ ㄅㄢˇ|boss; business proprietor; CL:個/个[ge4].
老|ㄌㄠˇ|prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough.
浪漫|ㄌㄤˋ ㄇㄢˋ|romantic.
籃球|ㄌㄢˊ ㄑㄧㄡˊ|basketball; CL:個/个[ge4],隻/只[zhi1].
藍|ㄌㄢˊ|surname Lan.
藍|ㄌㄢˊ|blue; indigo plant.
懶|ㄌㄢˇ|lazy.
來|ㄌㄞˊ|to come; to arrive; to come round; ever since; next.
拉麵|ㄌㄚ ㄇㄧㄢˋ|pulled noodles; ramen.
垃圾|ㄌㄚ ㄐㄧ|trash; refuse; garbage; (coll.) of poor quality; Taiwan pr. [le4 se4].
辣|ㄌㄚˋ|hot (spicy); pungent; (of chili pepper, raw onions etc) to sting; to burn.
筷子|ㄎㄨㄞˋ ㄗ˙|chopsticks; CL:對/对[dui4],根[gen1],把[ba3],雙/双[shuang1].
快樂|ㄎㄨㄞˋ ㄌㄜˋ|happy; merry.
快|ㄎㄨㄞˋ|rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plainspoken; gratified; pleased; pleasant.
塊|ㄎㄨㄞˋ|lump (of earth); chunk; piece; classifier for pieces of cloth, cake, soap etc; (coll.) classifier for money and currency units.
褲子|ㄎㄨˋ ㄗ˙|trousers; pants; CL:條/条[tiao2].
苦|ㄎㄨˇ|bitter; hardship; pain; to suffer; to bring suffering to; painstakingly.
哭|ㄎㄨ|to cry; to weep.
空調|ㄎㄨㄥ ㄊㄧㄠˊ|air conditioning; air conditioner (including units that have a heating mode); CL:臺/台[tai2].
空|ㄎㄨㄥ|empty; air; sky; in vain.
空|ㄎㄨㄥˋ|to empty; vacant; unoccupied; space; leisure; free time.
可以|ㄎㄜˇ ㄧˇ|can; may; possible; able to; not bad; pretty good.
