科學|ㄎㄜ ㄒㄩㄝˊ|science; scientific knowledge; scientific; rational; CL:門/门[men2],個/个[ge4],種/种[zhong3].
客廳|ㄎㄜˋ ㄊㄧㄥ|drawing room (room for arriving guests); living room; CL:間/间[jian1].
咳嗽|ㄎㄜˊ ㄙㄡ˙|to cough; CL:陣/阵[zhen4].
客人|ㄎㄜˋ ㄖㄣˊ|visitor; guest; customer; client; CL:位[wei4].
可怕|ㄎㄜˇ ㄆㄚˋ|awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly.
可能|ㄎㄜˇ ㄋㄥˊ|might (happen); possible; probable; possibility; probability; maybe; perhaps; CL:個/个[ge4].
可愛|ㄎㄜˇ ㄞˋ|adorable; cute; lovely.
課|ㄎㄜˋ|subject; course; CL:門/门[men2]; class; lesson; CL:堂[tang2],節/节[jie2]; to levy; tax; form of divination.
渴|ㄎㄜˇ|thirsty.
刻|ㄎㄜˋ|quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals.
考試|ㄎㄠˇ ㄕˋ|to take an exam; exam; CL:次[ci4].
考|ㄎㄠˇ|to check; to verify; to test; to examine; to take an exam; to take an entrance exam for; deceased father.
靠|ㄎㄠˋ|to lean against or on; to stand by the side of; to come near to; to depend on; to trust; to fuck (vulgar); traditional military costume drama where the performers wear armor (old).
看起來|ㄎㄢˋ ㄑㄧˇ ㄌㄞ˙|seemingly; apparently; looks as if; appear to be; gives the impression that; seems on the face of it to be.
看|ㄎㄢ|to look after; to take care of; to watch; to guard.
看|ㄎㄢˋ|to see; to look at; to read; to watch; to visit; to call on; to consider; to regard as; to look after; to treat (an illness); to depend on; to feel (that); (after verb) to give it a try; Watch out! (for a danger).
開始|ㄎㄞ ㄕˇ|to begin; beginning; to start; initial; CL:個/个[ge4].
開會|ㄎㄞ ㄏㄨㄟˋ|to hold a meeting; to attend a meeting.
開車|ㄎㄞ ㄔㄜ|to drive a car.
開|ㄎㄞ|to open; to start; to turn on; to boil; to write out (a prescription, check, invoice etc); to operate (a vehicle); carat (gold); abbr. for Kelvin, 開爾文/开尔文[Kai1 er3 wen2]; abbr. for 開本/开本[kai1 ben3], book format.
咖啡館|ㄎㄚ ㄈㄟ ㄍㄨㄢˇ|café; coffee shop; CL:家[jia1].
咖啡|ㄎㄚ ㄈㄟ|coffee (loanword); CL:杯[bei1].
決定|ㄐㄩㄝˊ ㄉㄧㄥˋ|to decide (to do something); to resolve; decision; CL:個/个[ge4],項/项[xiang4]; certainly.
覺得|ㄐㄩㄝˊ ㄉㄜ˙|to think; to feel.
句子|ㄐㄩˋ ㄗ˙|sentence; CL:個/个[ge4].
櫃台|ㄍㄨㄟˋ ㄊㄞˊ|variant of 櫃檯/柜台[gui4 tai2].
聚會|ㄐㄩˋ ㄏㄨㄟˋ|party; gathering; to meet; to get together.
救命|ㄐㄧㄡˋ ㄇㄧㄥˋ|to save sb's life; (interj.) Help!; Save me!.
救護車|ㄐㄧㄡˋ ㄏㄨˋ ㄔㄜ|ambulance; CL:輛/辆[liang4].
酒店|ㄐㄧㄡˇ ㄉㄧㄢˋ|wine shop; pub (public house); hotel; restaurant; (Tw) hostess club.
舊|ㄐㄧㄡˋ|old; opposite: new 新; former; worn (with age).
酒|ㄐㄧㄡˇ|wine (esp. rice wine); liquor; spirits; alcoholic beverage; CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1].
久|ㄐㄧㄡˇ|(long) time; (long) duration of time.
九|ㄐㄧㄡˇ|nine; 9.
就|ㄐㄧㄡˋ|at once; right away; only; just (emphasis); as early as; already; as soon as; then; in that case; as many as; even if; to approach; to move towards; to undertake; to engage in; to suffer; subjected to; to accomplish; to take advantage of; to go with (of foods); with regard to; concerning.
囧|ㄐㄩㄥˇ|(archaic) light, bright (variant of 冏[jiong3]); (since c. 2005) (slang) emoticon signifying embarrassment, shock, helplessness etc.
經理|ㄐㄧㄥ ㄌㄧˇ|manager; director; CL:個/个[ge4],位[wei4],名[ming2].
經過|ㄐㄧㄥ ㄍㄨㄛˋ|to pass; to go through; process; course; CL:個/个[ge4].
經常|ㄐㄧㄥ ㄔㄤˊ|frequently; constantly; regularly; often; day-to-day; everyday; daily.
警察|ㄐㄧㄥˇ ㄔㄚˊ|police; police officer; CL:個/个[ge4].
緊張|ㄐㄧㄣˇ ㄓㄤ|nervous; keyed up; intense; tense; strained; in short supply; scarce; CL:陣/阵[zhen4].
今天|ㄐㄧㄣ ㄊㄧㄢ|today; at the present; now.
今年|ㄐㄧㄣ ㄋㄧㄢˊ|this year.
盡快|ㄐㄧㄣˋ ㄎㄨㄞˋ|see 儘快/尽快[jin3 kuai4].
近|ㄐㄧㄣˋ|near; close to; approximately.
進|ㄐㄧㄣˋ|to go forward; to advance; to go in; to enter; to put in; to submit; to take in; to admit; (math.) base of a number system; classifier for sections in a building or residential compound.
結束|ㄐㄧㄝˊ ㄕㄨˋ|termination; to finish; to end; to conclude; to close.
介紹|ㄐㄧㄝˋ ㄕㄠˋ|to introduce (sb to sb); to give a presentation; to present (sb for a job etc); introduction.
節日|ㄐㄧㄝˊ ㄖˋ|holiday; festival; CL:個/个[ge4].
節目|ㄐㄧㄝˊ ㄇㄨˋ|program; item (on a program); CL:臺/台[tai2],個/个[ge4],套[tao4].
解決|ㄐㄧㄝˇ ㄐㄩㄝˊ|to settle (a dispute); to resolve; to solve; to dispose of; to dispatch.
姐姐|ㄐㄧㄝˇ ㄐㄧㄝ˙|older sister; CL:個/个[ge4].
結婚|ㄐㄧㄝˊ ㄏㄨㄣ|to marry; to get married; CL:次[ci4].
街道|ㄐㄧㄝ ㄉㄠˋ|street; CL:條/条[tiao2]; subdistrict; residential district.
借|ㄐㄧㄝˋ|to lend; to borrow; by means of; to take (an opportunity).
接|ㄐㄧㄝ|to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one's turn on duty; to take over for sb.
餃子|ㄐㄧㄠˇ ㄗ˙|dumpling; pot-sticker; CL:個/个[ge4],隻/只[zhi1].
教室|ㄐㄧㄠˋ ㄕˋ|classroom; CL:間/间[jian1].
角|ㄐㄩㄝˊ|surname Jue.
角|ㄐㄧㄠˇ|angle; corner; horn; horn-shaped; unit of money equal to 0.1 yuan, or 10 cents (a dime); CL:個/个[ge4].
角|ㄐㄩㄝˊ|role (theater); to compete; ancient three legged wine vessel; third note of pentatonic scale.
教|ㄐㄧㄠˋ|surname Jiao.
教|ㄐㄧㄠ|to teach.
教|ㄐㄧㄠˋ|religion; teaching; to make; to cause; to tell.
腳|ㄐㄧㄠˇ|foot; leg (of an animal or an object); base (of an object); CL:雙/双[shuang1],隻/只[zhi1]; classifier for kicks.
腳|ㄐㄩㄝˊ|variant of 角[jue2]; role.
叫|ㄐㄧㄠˋ|to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood).
獎金|ㄐㄧㄤˇ ㄐㄧㄣ|premium; award money; bonus.
講|ㄐㄧㄤˇ|to speak; to explain; to negotiate; to emphasize; to be particular about; as far as sth is concerned; speech; lecture.
見面|ㄐㄧㄢˋ ㄇㄧㄢˋ|to meet; to see each other; CL:次[ci4].
健康|ㄐㄧㄢˋ ㄎㄤ|health; healthy.
簡單|ㄐㄧㄢˇ ㄉㄢ|simple; not complicated.
檢查|ㄐㄧㄢˇ ㄔㄚˊ|inspection; to examine; to inspect; CL:次[ci4].
見|ㄐㄧㄢˋ|to see; to meet; to appear (to be sth); to interview; opinion; view.
見|ㄒㄧㄢˋ|to appear; also written 現/现[xian4].
件|ㄐㄧㄢˋ|item; component; classifier for events, things, clothes etc.
加油|ㄐㄧㄚ ㄧㄡˊ|to add oil; to top up with gas; to refuel; to accelerate; to step on the gas; (fig.) to make an extra effort; to cheer sb on.
家人|ㄐㄧㄚ ㄖㄣˊ|household; (one's) family.
加拿大|ㄐㄧㄚ ㄋㄚˊ ㄉㄚˋ|Canada; Canadian.
加班|ㄐㄧㄚ ㄅㄢ|to work overtime.
加|ㄐㄧㄚ|abbr. for Canada 加拿大[Jia1 na2 da4]; surname Jia.
加|ㄐㄧㄚ|to add; plus; (used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned); to apply (restrictions etc) to (sb); to give (support, consideration etc) to (sth).
家|ㄐㄧㄚ|home; family; (polite) my (sister, uncle etc); classifier for families or businesses; refers to the philosophical schools of pre-Han China; noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian; CL:個/个[ge4].
雞肉|ㄐㄧ ㄖㄡˋ|chicken meat.
機票|ㄐㄧ ㄆㄧㄠˋ|air ticket; passenger ticket; CL:張/张[zhang1].
季節|ㄐㄧˋ ㄐㄧㄝˊ|time; season; period; CL:個/个[ge4].
機會|ㄐㄧ ㄏㄨㄟˋ|opportunity; chance; occasion; CL:個/个[ge4].
幾乎|ㄐㄧ ㄏㄨ|almost; nearly; practically.
記得|ㄐㄧˋ ㄉㄜ˙|to remember.
雞蛋|ㄐㄧ ㄉㄢˋ|(chicken) egg; hen's egg; CL:個/个[ge4],打[da2].
機場|ㄐㄧ ㄔㄤˇ|airport; airfield; (slang) service provider for Shadowsocks or similar software for circumventing Internet censorship; CL:家[jia1],處/处[chu4].
極|ㄐㄧˊ|extremely; pole (geography, physics); utmost; top.
幾|ㄐㄧ|almost.
幾|ㄐㄧˇ|how much; how many; several; a few.
或者|ㄏㄨㄛˋ ㄓㄜˇ|or; possibly; maybe; perhaps.
火鍋|ㄏㄨㄛˇ ㄍㄨㄛ|hotpot.
活動|ㄏㄨㄛˊ ㄉㄨㄥˋ|to exercise; to move about; to operate; to use connections (personal influence); loose; shaky; active; movable; activity; campaign; maneuver; behavior; CL:項/项[xiang4],個/个[ge4].
火車|ㄏㄨㄛˇ ㄔㄜ|train; CL:列[lie4],節/节[jie2],班[ban1],趟[tang4].
會議|ㄏㄨㄟˋ ㄧˋ|meeting; conference; CL:場/场[chang3],屆/届[jie4].
回復|ㄏㄨㄟˊ ㄈㄨˋ|to reply; to recover; to return (to a previous condition); Re: in reply to (email).
回答|ㄏㄨㄟˊ ㄉㄚˊ|to reply; to answer; reply; answer.
彙報|ㄏㄨㄟˋ ㄅㄠˋ|to report; to give an account of; report.
回|ㄏㄨㄟˊ|to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group (Chinese Muslims); time; classifier for acts of a play; section or chapter (of a classic book).
會|ㄏㄨㄟˋ|can (i.e. have the skill, know how to); likely to; sure to; to meet; to get together; meeting; gathering; union; group; association; a moment (Taiwan pr. for this sense is [hui3]).
會|ㄎㄨㄞˋ|to balance an account; accountancy; accounting.
黃河|ㄏㄨㄤˊ ㄏㄜˊ|Yellow River or Huang He.
黃|ㄏㄨㄤˊ|surname Huang or Hwang.
黃|ㄏㄨㄤˊ|yellow; pornographic; to fall through.
歡迎|ㄏㄨㄢ ㄧㄥˊ|to welcome; welcome.
還是|ㄏㄞˊ ㄕ˙|or; still; nevertheless; had better.
換錢|ㄏㄨㄢˋ ㄑㄧㄢˊ|to change money; to sell.
環境|ㄏㄨㄢˊ ㄐㄧㄥˋ|environment; circumstances; surroundings; CL:個/个[ge4]; ambient.
還|ㄏㄨㄢˊ|surname Huan.
還|ㄏㄞˊ|still; still in progress; still more; yet; even more; in addition; fairly; passably (good); as early as; even; also; else.
還|ㄏㄨㄢˊ|to pay back; to return.
換|ㄏㄨㄢˋ|to exchange; to change (clothes etc); to substitute; to switch; to convert (currency).
花|ㄏㄨㄚ|surname Hua.
花|ㄏㄨㄚ|flower; blossom; CL:朵[duo3],支[zhi1],束[shu4],把[ba3],盆[pen2],簇[cu4]; fancy pattern; florid; to spend (money, time); (coll.) lecherous; lustful.
畫|ㄏㄨㄚˋ|to draw; picture; painting; CL:幅[fu2],張/张[zhang1]; classifier for paintings etc; variant of 劃/划[hua4].
划|ㄏㄨㄚˊ|to row; to paddle; profitable; worth (the effort); it pays (to do sth).
華|ㄏㄨㄚˊ|abbr. for China.
華|ㄏㄨㄚˋ|Mt Hua 華山/华山 in Shaanxi; surname Hua.
華|ㄏㄨㄚ|old variant of 花[hua1]; flower.
華|ㄏㄨㄚˊ|magnificent; splendid; flowery.
護照|ㄏㄨˋ ㄓㄠˋ|passport; CL:本[ben3],個/个[ge4].
後天|ㄏㄡˋ ㄊㄧㄢ|the day after tomorrow; life after birth (the period in which one develops through experiences, contrasted with 先天[xian1 tian1]); acquired (not innate or congenital); a posteriori.
後面|ㄏㄡˋ ㄇㄧㄢˋ|rear; back; behind; later; afterwards; also pr. [hou4 mian5].
後來|ㄏㄡˋ ㄌㄞˊ|afterwards; later.
後|ㄏㄡˋ|back; behind; rear; afterwards; after; later; post-.
紅綠燈|ㄏㄨㄥˊ ㄌㄩˋ ㄉㄥ|traffic light; traffic signal.
紅酒|ㄏㄨㄥˊ ㄐㄧㄡˇ|red wine.
紅包|ㄏㄨㄥˊ ㄅㄠ|money wrapped in red as a gift; bonus payment; kickback; bribe.
紅|ㄏㄨㄥˊ|surname Hong.
紅|ㄏㄨㄥˊ|red; popular; revolutionary; bonus.
很|ㄏㄣˇ|(adverb of degree); quite; very; awfully.
黑板|ㄏㄟ ㄅㄢˇ|blackboard; CL:塊/块[kuai4],個/个[ge4].
黑|ㄏㄟ|abbr. for Heilongjiang province 黑龍江/黑龙江[Hei1 long2 jiang1].
黑|ㄏㄟ|black; dark; sinister; secret; shady; illegal; to hide (sth) away; to vilify; (loanword) to hack (computing).
合作|ㄏㄜˊ ㄗㄨㄛˋ|to cooperate; to collaborate; to work together; cooperation; CL:個/个[ge4].
合同|ㄏㄜˊ ㄊㄨㄥ˙|(business) contract; CL:個/个[ge4].
和|ㄏㄜˊ|surname He; Japanese (food, clothes etc).
和|ㄏㄜˊ|"and; together with; with; sum; union; peace; harmony; Taiwan pr. [han4] when it means ""and"" or ""with""."
和|ㄏㄜˋ|to compose a poem in reply (to sb's poem) using the same rhyme sequence; to join in the singing; to chime in with others.
和|ㄏㄨˊ|to complete a set in mahjong or playing cards.
和|ㄏㄨㄛˊ|to combine a powdery substance (flour, plaster etc) with water; Taiwan pr. [huo4].
和|ㄏㄨㄛˋ|to mix (ingredients) together; to blend; classifier for rinses of clothes; classifier for boilings of medicinal herbs.
喝|ㄏㄜ|to drink; variant of 嗬[he1].
喝|ㄏㄜˋ|to shout.
好在|ㄏㄠˇ ㄗㄞˋ|luckily; fortunately.
好友|ㄏㄠˇ ㄧㄡˇ|close friend; pal; (social networking website) friend; CL:個/个[ge4].
好笑|ㄏㄠˇ ㄒㄧㄠˋ|laughable; funny; ridiculous.
號碼|ㄏㄠˋ ㄇㄚˇ|number; CL:堆[dui1],個/个[ge4].
好看|ㄏㄠˇ ㄎㄢˋ|good-looking; nice-looking; good (of a movie, book, TV show etc); embarrassed; humiliated.
好久不見|ㄏㄠˇ ㄐㄧㄡˇ ㄅㄨ˙ ㄐㄧㄢˋ|long time no see.
好喝|ㄏㄠˇ ㄏㄜ|tasty (drinks).
好吃|ㄏㄠˇ ㄔ|tasty; delicious.
好吃|ㄏㄠˋ ㄔ|to be fond of eating; to be gluttonous.
號|ㄏㄠˊ|roar; cry; CL:個/个[ge4].
號|ㄏㄠˋ|ordinal number; day of a month; mark; sign; business establishment; size; ship suffix; horn (wind instrument); bugle call; assumed name; to take a pulse; classifier used to indicate number of people.
好|ㄏㄠˇ|good; well; proper; good to; easy to; very; so; (suffix indicating completion or readiness); (of two people) close; on intimate terms; (after a personal pronoun) hello.
好|ㄏㄠˋ|to be fond of; to have a tendency to; to be prone to.
寒假|ㄏㄢˊ ㄐㄧㄚˋ|winter vacation.
韓國|ㄏㄢˊ ㄍㄨㄛˊ|South Korea (Republic of Korea); Han, one of the Seven Hero States of the Warring States 戰國七雄/战国七雄[zhan4 guo2 qi1 xiong2]; Korea from the fall of the Joseon dynasty in 1897.
孩子|ㄏㄞˊ ㄗ˙|child.
害怕|ㄏㄞˋ ㄆㄚˋ|to be afraid; to be scared.
海關|ㄏㄞˇ ㄍㄨㄢ|customs (i.e. border crossing inspection); CL:個/个[ge4].
海邊|ㄏㄞˇ ㄅㄧㄢ|coast; seaside; seashore; beach.
果汁|ㄍㄨㄛˇ ㄓ|fruit juice.
過去|ㄍㄨㄛˋ ㄑㄩˋ|(in the) past; former; previous; to go over; to pass by.
過去|ㄍㄨㄛˋ ㄑㄩ˙|(verb suffix).
國內|ㄍㄨㄛˊ ㄋㄟˋ|domestic; internal (to a country); civil.
國家|ㄍㄨㄛˊ ㄐㄧㄚ|country; nation; state; CL:個/个[ge4].
國際|ㄍㄨㄛˊ ㄐㄧˋ|international.
過|ㄍㄨㄛˋ|surname Guo.
過|ㄍㄨㄛˋ|to cross; to go over; to pass (time); to celebrate (a holiday); to live; to get along; excessively; too-.
過|ㄍㄨㄛ˙|(experienced action marker).
國|ㄍㄨㄛˊ|surname Guo.
國|ㄍㄨㄛˊ|country; nation; state; national; CL:個/个[ge4].
貴|ㄍㄨㄟˋ|expensive; noble; precious; (honorific) your.
關注|ㄍㄨㄢ ㄓㄨˋ|to pay attention to; to follow sth closely; to follow (on social media); concern; interest; attention.
關於|ㄍㄨㄢ ㄩˊ|pertaining to; concerning; with regard to; about; a matter of.
關心|ㄍㄨㄢ ㄒㄧㄣ|to be concerned about; to care about.
關係|ㄍㄨㄢ ㄒㄧ˙|relation; relationship; to concern; to affect; to have to do with; guanxi; CL:個/个[ge4].
觀光|ㄍㄨㄢ ㄍㄨㄤ|to tour; sightseeing; tourism.
關|ㄍㄨㄢ|surname Guan.
關|ㄍㄨㄢ|mountain pass; to close; to shut; to turn off; to confine; to lock (sb) up; to shut (sb in a room, a bird in a cage etc); to concern; to involve.
刮|ㄍㄨㄚ|to scrape; to blow; to shave; to plunder; to extort.
故事|ㄍㄨˋ ㄕˋ|old practice; CL:個/个[ge4].
故事|ㄍㄨˋ ㄕ˙|narrative; story; tale.
鼓勵|ㄍㄨˇ ㄌㄧˋ|to encourage.
故宮|ㄍㄨˋ ㄍㄨㄥ|the Forbidden City; abbr. for 故宮博物院/故宫博物院[Gu4 gong1 Bo2 wu4 yuan4].
故宮|ㄍㄨˋ ㄍㄨㄥ|former imperial palace.
狗|ㄍㄡˇ|dog; CL:隻/只[zhi1],條/条[tiao2].
工作|ㄍㄨㄥ ㄗㄨㄛˋ|to work; (of a machine) to operate; job; work; task; CL:個/个[ge4],份[fen4],項/项[xiang4].
工資|ㄍㄨㄥ ㄗ|wages; pay; CL:個/个[ge4],份[fen4],月[yue4].
公園|ㄍㄨㄥ ㄩㄢˊ|park (for public recreation); CL:個/个[ge4],座[zuo4].
恭喜|ㄍㄨㄥ ㄒㄧˇ|congratulations; greetings.
公司|ㄍㄨㄥ ㄙ|(business) company; company; firm; corporation; incorporated; CL:家[jia1].
公斤|ㄍㄨㄥ ㄐㄧㄣ|kilogram (kg).
公共|ㄍㄨㄥ ㄍㄨㄥˋ|public; common; communal.
功夫|ㄍㄨㄥ ㄈㄨ˙|skill; art; kung fu; labor; effort.
宮保雞丁|ㄍㄨㄥ ㄅㄠˇ ㄐㄧ ㄉㄧㄥ|Kung Pao Chicken; spicy diced chicken.
更|ㄍㄥ|to change or replace; to experience; one of the five two-hour periods into which the night was formerly divided; watch (e.g. of a sentry or guard).
更|ㄍㄥˋ|more; even more; further; still; still more.
根據|ㄍㄣ ㄐㄩˋ|according to; based on; basis; foundation; CL:個/个[ge4].
跟|ㄍㄣ|heel; to follow closely; to go with; (of a woman) to marry sb; with; compared with; to; towards; and (joining two nouns).
給|ㄍㄟˇ|to; for; for the benefit of; to give; to allow; to do sth (for sb); (grammatical equivalent of 被); (grammatical equivalent of 把); (sentence intensifier).
給|ㄐㄧˇ|to supply; to provide.
個子|ㄍㄜˋ ㄗ˙|height; stature; build; size.
哥哥|ㄍㄜ ㄍㄜ˙|older brother; CL:個/个[ge4],位[wei4].
歌|ㄍㄜ|song; CL:支[zhi1],首[shou3]; to sing.
個|ㄍㄜˇ|used in 自個兒/自个儿[zi4 ge3 r5].
個|ㄍㄜˋ|individual; this; that; size; classifier for people or objects in general.
高中|ㄍㄠ ㄓㄨㄥ|senior high school; abbr. for 高級中學/高级中学[gao1 ji2 zhong1 xue2].
高中|ㄍㄠ ㄓㄨㄥˋ|to pass brilliantly (used in congratulatory fashion).
高興|ㄍㄠ ㄒㄧㄥˋ|happy; glad; willing (to do sth); in a cheerful mood.
告訴|ㄍㄠˋ ㄙㄨˋ|to press charges; to file a complaint.
告訴|ㄍㄠˋ ㄙㄨ˙|to tell; to inform; to let know.
高富帥|ㄍㄠ ㄈㄨˋ ㄕㄨㄞˋ|Mr Perfect (i.e. tall, rich and handsome) (Internet slang).
高|ㄍㄠ|surname Gao.
高|ㄍㄠ|high; tall; above average; loud; your (honorific).
剛才|ㄍㄤ ㄘㄞˊ|just now; a moment ago.
剛|ㄍㄤ|hard; firm; strong; just; barely; exactly.
乾燥|ㄍㄢ ㄗㄠˋ|to dry (of weather, paint, cement etc); desiccation; dull; uninteresting; arid.
感興趣|ㄍㄢˇ ㄒㄧㄥˋ ㄑㄩˋ|to be interested.
感謝|ㄍㄢˇ ㄒㄧㄝˋ|(express) thanks; gratitude; grateful; thankful; thanks.
感冒|ㄍㄢˇ ㄇㄠˋ|to catch cold; (common) cold; CL:場/场[chang2],次[ci4]; (coll.) to be interested in (often used in the negative); (Tw) to detest; can't stand.
乾淨|ㄍㄢ ㄐㄧㄥˋ|clean; neat.
乾杯|ㄍㄢ ㄅㄟ|to drink a toast; Cheers! (proposing a toast); Here's to you!; Bottoms up!; lit. dry cup.
乾|ㄑㄧㄢˊ|surname Qian.
乾|ㄑㄧㄢˊ|one of the Eight Trigrams 八卦[ba1 gua4], symbolizing heaven; male principle; ☰; ancient Chinese compass point: 315° (northwest).
乾|ㄍㄢ|surname Gan.
乾|ㄍㄢ|dry; clean; in vain; dried food; foster; adoptive; to ignore.
復習|ㄈㄨˋ ㄒㄧˊ|to review; revision; CL:次[ci4].
服務員|ㄈㄨˊ ㄨˋ ㄩㄢˊ|waiter; waitress; attendant; customer service personnel; CL:個/个[ge4],位[wei4].
父母|ㄈㄨˋ ㄇㄨˇ|father and mother; parents.
附近|ㄈㄨˋ ㄐㄧㄣˋ|(in the) vicinity; nearby; neighboring; next to.
風險|ㄈㄥ ㄒㄧㄢˇ|risk; hazard.
風景|ㄈㄥ ㄐㄧㄥˇ|scenery; landscape; CL:個/个[ge4].
風|ㄈㄥ|wind; news; style; custom; manner; CL:陣/阵[zhen4],絲/丝[si1].
分鐘|ㄈㄣ ㄓㄨㄥ|minute.
分享|ㄈㄣ ㄒㄧㄤˇ|to share (let others have some of sth good).
粉絲|ㄈㄣˇ ㄙ|bean vermicelli; mung bean starch noodles; Chinese vermicelli; cellophane noodles; CL:把[ba3]; fan (loanword); enthusiast for sb or sth.
分手|ㄈㄣ ㄕㄡˇ|to part company; to split up; to break up.
分|ㄈㄣ|to divide; to separate; to distribute; to allocate; to distinguish (good and bad); part or subdivision; fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute (unit of time); minute (angular measurement unit); a point (in sports or games); 0.01 yuan (unit of money).
分|ㄈㄣˋ|part; share; ingredient; component.
費用|ㄈㄟˋ ㄩㄥˋ|cost; expenditure; expense; CL:筆/笔[bi3],個/个[ge4].
飛機|ㄈㄟ ㄐㄧ|airplane; CL:架[jia4].
非常|ㄈㄟ ㄔㄤˊ|very; very much; unusual; extraordinary.
放學|ㄈㄤˋ ㄒㄩㄝˊ|to dismiss students at the end of the school day.
放心|ㄈㄤˋ ㄒㄧㄣ|to feel relieved; to feel reassured; to be at ease.
放鬆|ㄈㄤˋ ㄙㄨㄥ|to loosen; to relax.
放棄|ㄈㄤˋ ㄑㄧˋ|to renounce; to abandon; to give up.
房間|ㄈㄤˊ ㄐㄧㄢ|room; CL:間/间[jian1],個/个[ge4].
放假|ㄈㄤˋ ㄐㄧㄚˋ|to have a holiday or vacation.
方便|ㄈㄤ ㄅㄧㄢˋ|convenient; suitable; to facilitate; to make things easy; having money to spare; (euphemism) to relieve oneself.
放|ㄈㄤˋ|to put; to place; to release; to free; to let go; to let out; to set off (fireworks).
翻譯|ㄈㄢ ㄧˋ|to translate; to interpret; translator; interpreter; translation; interpretation; CL:個/个[ge4],位[wei4],名[ming2].
飯館|ㄈㄢˋ ㄍㄨㄢˇ|restaurant; CL:家[jia1].
飯|ㄈㄢˋ|cooked rice; CL:碗[wan3]; meal; CL:頓/顿[dun4]; (loanword) fan; devotee.
發現|ㄈㄚ ㄒㄧㄢˋ|to find; to discover.
發生|ㄈㄚ ㄕㄥ|to happen; to occur; to take place; to break out.
發燒|ㄈㄚ ㄕㄠ|to have a high temperature (from illness); to have a fever.
法國|ㄈㄚˇ ㄍㄨㄛˊ|France; French.
發財|ㄈㄚ ㄘㄞˊ|to get rich.
發|ㄈㄚ|to send out; to show (one's feeling); to issue; to develop; to make a bundle of money; classifier for gunshots (rounds).
兒子|ㄦˊ ㄗ˙|son.
而且|ㄦˊ ㄑㄧㄝˇ|(not only ...) but also; moreover; in addition; furthermore.
耳朵|ㄦˇ ㄉㄨㄛ˙|ear; CL:隻/只[zhi1],個/个[ge4],對/对[dui4]; handle (on a cup).
二|ㄦˋ|two; 2; (Beijing dialect) stupid.
餓|ㄜˋ|to be hungry; hungry; to starve (sb).
多麼|ㄉㄨㄛ ㄇㄜ˙|how (wonderful etc); what (a great idea etc); however (difficult it may be etc); (in interrogative sentences) how (much etc); to what extent.
多少|ㄉㄨㄛ ㄕㄠˇ|number; amount; somewhat.
多少|ㄉㄨㄛ ㄕㄠ˙|how much?; how many?; (phone number, student ID etc) what number?.
多|ㄉㄨㄛ|"many; much; often; a lot of; numerous; more; in excess; how (to what extent); multi-; Taiwan pr. [duo2] when it means ""how""."
對不起|ㄉㄨㄟˋ ㄅㄨ˙ ㄑㄧˇ|I'm sorry; excuse me; I beg your pardon; to let (sb) down; to disappoint.
對|ㄉㄨㄟˋ|right; correct; couple; pair; towards; at; for; to face; opposite; to treat (sb a certain way); to match together; to adjust; to fit; to suit; to answer; to reply; classifier: couple.
短信|ㄉㄨㄢˇ ㄒㄧㄣˋ|text message; SMS.
端午節|ㄉㄨㄢ ㄨˇ ㄐㄧㄝˊ|Dragon Boat Festival (5th day of the 5th lunar month).
鍛鍊|ㄉㄨㄢˋ ㄌㄧㄢˋ|to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself.
段|ㄉㄨㄢˋ|surname Duan.
段|ㄉㄨㄢˋ|paragraph; section; segment; stage (of a process); classifier for stories, periods of time, lengths of thread etc.
短|ㄉㄨㄢˇ|short; brief; to lack; weak point; fault.
肚子|ㄉㄨˋ ㄗ˙|belly; abdomen; stomach; CL:個/个[ge4].
堵車|ㄉㄨˇ ㄔㄜ|traffic jam; (of traffic) to get congested.
讀|ㄉㄡˋ|comma; phrase marked by pause.
讀|ㄉㄨˊ|to read; to study; reading of word (i.e. pronunciation), similar to 拼音[pin1 yin1].
都|ㄉㄨ|surname Du.
都|ㄉㄡ|all; both; entirely; (used for emphasis) even; already; (not) at all.
都|ㄉㄨ|capital city; metropolis.
度|ㄉㄨˋ|to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences.
度|ㄉㄨㄛˊ|to estimate; Taiwan pr. [duo4].
豆漿|ㄉㄡˋ ㄐㄧㄤ|soy milk.
豆花|ㄉㄡˋ ㄏㄨㄚ|jellied tofu; soft bean curd.
東西|ㄉㄨㄥ ㄒㄧ|east and west.
東西|ㄉㄨㄥ ㄒㄧ˙|thing; stuff; person; CL:個/个[ge4],件[jian4].
